Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020,2,15,22.03,22.03,22.03,21.71,21.39,21.71,23.3,22.99,23.62,23.3,22.03,20.43,25.86,28.41,28.73,20.11,19.47,18.84,19.79,20.11,20.75,21.07,20.11,20.11
2020,2,16,20.43,20.11,19.47,16.6,13.73,14.05,16.92,22.03,22.67,20.75,21.07,22.03,21.39,22.03,17.24,14.69,13.73,12.13,14.05,18.84,22.67,19.79,18.2,16.6
2020,2,17,15,13.73,13.73,16.92,19.79,21.39,23.62,23.62,24.26,24.58,23.94,23.3,23.62,23.94,23.3,25.54,24.26,22.99,23.3,22.99,22.99,22.35,21.71,21.39
2020,2,18,21.07,20.75,20.75,20.75,21.39,21.71,23.62,22.35,22.03,20.11,21.07,21.39,21.07,22.03,22.67,24.58,22.35,22.35,20.43,18.2,17.56,16.92,15.96,15.32
2020,2,19,15,15,15,15,16.6,17.56,19.47,18.52,19.15,18.84,20.75,20.75,21.39,20.75,19.15,22.03,18.84,22.03,21.71,20.75,20.11,20.11,19.15,18.84
2020,2,20,18.84,18.84,17.56,17.56,16.92,16.28,18.84,18.2,18.84,18.84,18.84,18.52,18.52,18.52,17.24,20.11,17.24,16.6,17.56,22.35,22.35,22.35,22.03,21.71
2020,2,21,21.39,21.07,20.75,20.75,21.71,21.39,21.39,20.75,18.52,17.88,16.6,15.64,15.96,15.64,15.64,17.24,15,14.05,14.69,15.32,19.15,20.11,17.88,16.6
2020,2,22,15.32,14.69,15,13.73,13.09,14.05,16.6,16.6,16.28,16.28,15.32,14.37,14.05,14.05,12.45,16.28,14.37,14.05,21.07,22.03,22.67,22.03,22.03,21.07
2020,2,23,20.75,20.43,21.07,20.11,20.11,18.2,20.11,18.2,26.5,26.82,27.14,22.67,27.14,25.54,22.99,24.58,23.62,21.07,22.03,21.07,22.03,22.35,21.07,15.64
2020,2,24,14.37,14.37,14.69,19.15,20.75,20.75,19.15,28.73,26.5,26.5,26.5,26.82,30.65,23.94,24.26,20.43,28.41,23.62,23.94,22.99,22.67,22.35,21.71,21.07
2020,2,25,20.43,20.75,20.11,20.11,20.43,22.03,32.24,33.52,30.01,30.01,28.73,27.77,27.77,24.9,23.3,22.03,22.67,16.6,17.24,17.24,16.92,15.96,15.32,15
2020,2,26,14.69,14.37,19.47,20.75,21.07,22.03,22.35,20.75,23.3,20.43,18.84,17.88,17.24,17.88,17.56,20.75,21.07,21.39,22.67,22.67,22.03,21.07,21.07,20.75
2020,2,27,20.75,20.43,20.43,20.75,21.39,21.39,23.3,23.94,23.62,21.71,20.43,20.43,23.3,23.94,23.3,25.54,23.3,14.37,13.73,13.73,14.37,16.6,12.77,13.41
2020,2,28,15.64,15.96,20.43,20.75,19.79,19.15,19.79,29.37,26.5,24.9,22.35,22.67,22.35,22.35,16.92,16.28,13.73,15,15.64,16.6,16.6,17.88,16.6,16.6
2020,2,29,16.92,17.56,18.84,20.43,21.39,22.03,22.99,23.3,23.94,20.75,18.84,17.24,15.32,14.69,12.77,15.96,12.13,11.81,13.09,16.28,21.07,22.67,22.03,21.39
2020,3,1,20.75,20.43,21.07,19.79,20.11,18.2,19.79,18.2,26.5,26.82,27.14,22.67,26.82,25.54,22.99,24.26,23.62,21.07,22.03,21.07,22.03,22.35,21.07,15.32
2020,3,2,14.37,14.37,14.37,19.15,20.75,20.75,19.15,28.41,26.5,26.5,26.5,26.82,30.65,23.94,24.26,20.43,28.41,23.62,23.94,23.3,22.67,22.35,21.71,20.75
2020,3,3,20.43,20.75,19.79,20.11,20.43,22.03,32.24,33.52,30.01,30.01,28.73,27.77,27.77,24.9,23.3,22.03,22.67,16.6,17.56,17.24,16.92,15.96,15.32,14.69
2020,3,4,14.37,14.37,19.47,20.43,21.07,22.03,22.35,20.43,23.3,20.43,18.84,17.88,17.24,17.88,17.56,20.75,21.07,21.39,22.67,22.99,22.03,21.07,21.07,20.75
2020,3,5,20.75,20.43,20.43,20.75,21.39,21.07,23.3,23.62,23.62,21.71,20.43,20.43,23.3,23.94,22.99,25.22,23.3,14.37,13.73,13.73,14.37,16.6,12.77,13.41
2020,3,6,15.64,15.96,20.43,20.75,19.47,19.15,19.79,29.37,26.5,24.9,22.35,22.67,22.35,22.35,16.92,16.28,13.41,15,15.96,16.6,16.6,17.88,16.6,16.6
2020,3,7,16.6,17.56,18.84,20.43,21.39,22.03,22.99,23.3,23.62,20.75,18.52,17.24,15.32,14.69,12.45,15.96,12.13,11.81,13.09,16.28,21.07,22.67,21.71,21.39
2020,3,8,21.07,20.75,20.43,20.43,20.43,20.75,22.03,22.03,22.99,26.5,26.18,26.18,22.99,22.99,23.3,24.26,22.03,22.03,22.67,22.67,22.35,21.71,19.79,17.56
2020,3,9,20.43,21.07,21.39,21.39,21.39,21.71,32.24,36.39,26.5,26.82,27.14,30.01,23.62,27.77,33.84,24.9,31.61,22.99,23.3,23.62,22.99,21.39,21.07,20.75
2020,3,10,20.11,20.11,19.15,18.52,20.43,21.07,22.99,27.46,26.82,28.41,30.33,31.29,33.52,30.01,31.61,23.94,24.26,22.03,23.3,22.67,22.35,21.07,20.75,18.52
2020,3,11,17.88,16.28,15.96,14.37,14.69,15.32,17.56,17.56,18.52,19.15,18.84,22.35,23.62,23.94,22.99,22.67,22.67,22.03,22.67,18.84,17.24,16.28,15.64,15
2020,3,12,14.69,14.69,14.37,14.69,15,15.64,17.56,17.88,18.52,18.52,18.52,18.52,18.84,19.47,19.47,23.94,18.52,19.79,22.67,22.03,22.03,21.71,21.71,21.07
2020,3,13,21.71,21.71,21.39,19.79,20.11,20.75,20.75,29.05,26.82,22.03,24.58,25.54,24.58,25.86,25.86,18.52,20.43,15.32,14.69,17.24,16.92,16.28,16.6,16.28
2020,3,14,17.24,17.24,17.88,17.24,17.88,17.88,30.97,30.33,27.46,26.18,26.5,25.86,25.22,24.9,17.88,17.88,17.56,14.37,14.69,15,15.96,15.96,16.92,17.24
2020,3,15,17.56,18.2,18.84,19.15,20.43,21.39,22.99,22.35,22.99,21.71,20.75,21.39,27.46,27.46,25.86,30.01,29.05,12.77,13.41,14.69,14.69,12.77,11.49,11.49
2020,3,16,11.17,12.77,14.05,12.45,14.37,14.37,16.92,16.28,16.6,16.6,15.64,15,16.28,17.88,17.24,16.6,16.6,14.37,15.64,16.6,22.67,22.67,22.03,21.39
2020,3,17,21.39,21.07,21.07,21.07,21.71,22.35,23.94,23.94,24.58,22.03,18.2,16.92,16.6,23.3,26.82,19.79,19.79,17.88,15.32,15.96,15.64,15,19.15,18.84
2020,3,18,16.92,20.75,20.75,21.39,22.03,22.35,23.62,23.62,24.26,23.94,23.62,22.35,22.35,22.35,22.35,22.99,22.67,17.88,17.24,21.39,21.71,22.99,22.03,21.71
2020,3,19,21.39,21.07,21.39,21.39,21.07,21.39,23.3,23.94,24.58,23.94,23.3,23.94,22.99,23.3,24.26,22.67,23.62,22.99,23.62,23.62,23.3,22.35,22.03,21.71
2020,3,20,20.75,18.2,12.13,16.6,17.56,15.96,15.96,21.71,22.03,24.9,24.58,24.9,28.41,28.09,21.71,20.11,16.92,13.09,13.73,14.69,19.15,19.15,19.15,21.39
2020,3,21,21.07,20.43,20.11,17.88,15.64,12.45,17.56,25.22,23.62,23.94,26.82,28.09,31.61,30.65,31.61,30.97,26.18,17.24,16.6,19.47,21.07,20.75,20.75,20.43
2020,3,22,18.52,16.28,15.32,15.64,15.64,16.28,23.94,29.05,24.9,23.62,24.9,22.35,22.35,25.22,19.79,16.92,13.09,13.41,15,15.64,17.56,17.56,17.56,17.88
2020,3,23,18.2,16.6,14.05,13.73,13.41,16.6,20.11,26.18,25.86,23.94,23.3,22.99,22.35,22.67,20.11,20.11,17.56,14.05,15.32,15.96,15.64,16.6,20.11,20.43
2020,3,24,20.43,18.84,17.24,15.96,15,13.73,15,15.32,15.64,15.32,15.32,15.32,15.32,15.32,14.69,14.37,15.32,22.99,21.71,22.67,23.3,22.99,22.03,21.71
2020,3,25,21.71,21.39,21.39,21.39,22.35,22.03,22.99,22.35,20.43,18.52,19.79,20.75,19.79,18.2,16.28,15.32,14.69,13.41,14.37,17.88,22.67,22.03,21.71,21.07
2020,3,26,21.07,20.75,20.43,20.43,20.43,20.75,22.67,22.99,23.94,24.26,24.58,22.35,20.75,20.75,20.75,19.15,21.71,22.99,23.3,22.99,21.07,19.79,17.56,18.52
2020,3,27,20.11,20.11,17.88,16.92,16.92,18.2,21.07,22.99,22.35,20.75,22.99,23.62,23.94,24.26,24.58,22.99,23.62,21.71,18.2,15.96,21.71,22.67,20.75,19.47
2020,3,28,13.09,17.24,17.24,12.13,9.9,10.22,12.77,13.09,19.47,21.07,24.9,29.05,29.37,29.05,24.58,16.6,16.6,16.28,19.79,22.35,22.67,22.03,20.75,18.52
2020,3,29,15.64,18.84,19.47,16.28,16.92,16.28,17.24,18.52,20.43,21.71,21.39,22.35,22.99,23.3,22.67,22.99,22.99,13.41,14.37,15.32,15.32,13.41,10.85,12.13
2020,3,30,19.79,21.39,21.39,21.07,21.07,21.39,32.88,30.01,25.86,24.58,22.99,23.94,31.92,31.29,30.97,20.75,18.2,17.24,17.56,19.47,23.3,21.71,21.07,20.75
2020,3,31,20.75,20.43,20.43,20.75,20.11,26.5,35.44,33.84,25.86,30.01,26.82,25.86,26.5,21.71,20.43,22.67,21.71,13.73,15.32,19.15,18.84,18.52,15.96,15
2020,4,1,10.85,11.49,11.81,10.22,12.13,18.2,21.71,23.62,22.03,24.9,24.58,25.22,26.5,27.46,28.73,29.05,23.62,22.99,23.62,23.3,22.67,21.07,20.43,21.39
2020,4,2,21.39,20.75,20.11,19.79,19.79,22.03,22.67,23.94,24.58,22.67,19.47,20.75,18.52,16.92,15.64,16.28,14.69,17.24,15.32,15.64,15,22.03,21.07,20.43
2020,4,3,15.64,15,21.39,21.07,21.71,22.99,32.88,33.2,30.65,30.33,29.05,26.82,25.54,25.22,25.22,22.35,15.96,12.45,13.73,14.05,15.32,19.79,19.15,18.52
2020,4,4,21.39,21.71,21.39,20.43,19.79,32.56,31.29,30.97,26.18,21.39,27.14,30.65,30.01,30.33,27.14,19.15,23.3,22.35,22.03,21.71,22.35,21.39,22.35,21.71
2020,4,5,21.07,18.52,18.52,18.52,17.56,19.79,21.39,22.35,19.79,19.15,18.84,16.6,17.24,16.92,14.69,14.37,15.32,15.96,15.64,19.15,22.67,22.03,21.39,21.71
2020,4,6,20.11,18.2,16.92,15.96,17.24,23.3,36.39,30.33,30.65,29.69,27.46,21.07,24.58,24.26,22.67,22.35,19.79,22.35,23.3,23.94,23.3,22.67,21.07,20.75
2020,4,7,21.71,21.39,21.07,21.39,19.79,20.75,28.09,23.94,23.94,24.26,24.58,28.73,28.73,25.22,26.5,26.82,26.82,14.69,15.96,16.28,18.84,18.52,13.41,14.69
2020,4,8,14.05,13.09,11.81,17.24,18.2,30.01,29.37,29.69,30.01,29.05,28.41,27.77,30.01,30.97,27.46,24.58,22.35,22.35,23.3,22.99,22.03,19.47,16.6,15.32
2020,4,9,14.69,14.37,14.37,14.69,15,17.24,18.52,18.84,19.79,21.39,21.07,20.43,21.07,20.43,19.15,20.75,24.58,30.33,22.03,22.35,22.35,18.84,17.88,16.6
2020,4,10,15.96,11.49,10.22,10.54,10.85,13.41,14.05,15.32,15.32,15.64,15.96,15.96,16.28,16.92,17.56,15.64,18.52,25.54,14.05,14.37,13.73,19.79,22.03,21.71
2020,4,11,21.71,21.71,21.39,21.07,20.11,19.15,16.6,18.2,23.3,24.26,23.3,21.39,18.52,19.47,18.52,19.15,24.58,28.41,22.99,22.99,22.99,22.03,21.07,20.43
2020,4,12,20.43,20.75,21.07,21.39,21.39,22.67,22.35,22.99,23.62,23.3,21.71,20.43,20.75,18.84,23.62,14.37,16.6,21.71,13.09,13.41,13.09,15.64,15.96,15.64
2020,4,13,15.64,17.24,16.28,17.56,18.52,20.43,30.33,28.73,29.69,30.33,30.01,33.52,33.2,30.01,30.01,29.69,23.94,15.96,14.37,14.69,15.32,15,14.37,11.81
2020,4,14,11.81,13.73,13.09,14.05,14.69,18.2,28.09,26.18,25.54,25.86,25.54,25.22,28.73,28.73,28.73,17.56,16.6,13.41,15.32,15.96,19.47,19.15,19.15,19.47
2020,4,15,20.43,21.39,21.39,21.07,20.75,22.67,23.3,24.26,24.58,23.62,24.9,23.94,22.35,22.03,22.35,23.3,24.9,24.26,23.3,23.62,23.3,22.03,21.39,20.43
2020,4,16,20.43,20.43,19.47,19.47,19.79,19.79,20.43,22.03,23.94,24.58,24.9,25.54,25.86,26.18,26.5,25.86,24.9,24.9,23.3,21.39,23.62,22.35,21.71,21.71
2020,4,17,22.03,21.39,21.39,21.39,21.07,22.35,27.46,27.14,27.77,29.05,30.97,34.16,31.92,31.61,29.37,31.61,24.9,23.62,22.35,22.67,22.03,20.75,21.07,20.75
2020,4,18,20.75,21.07,21.07,21.39,21.71,22.35,20.43,16.92,21.39,23.3,27.46,30.01,30.65,30.01,29.37,22.67,23.94,30.01,22.03,22.99,22.35,21.39,15,15.64
2020,4,19,14.37,15.32,14.37,14.37,15.64,17.88,20.11,26.18,27.14,26.18,24.26,17.88,17.56,14.69,14.37,19.47,15.32,24.9,12.13,12.45,13.09,15.32,16.92,20.11
2020,4,20,21.71,21.07,20.75,21.07,21.39,22.35,22.35,23.3,24.26,24.58,24.9,23.94,24.58,24.58,24.26,22.99,24.58,22.99,21.07,22.35,20.75,21.07,20.11,20.11
2020,4,21,19.15,18.52,17.24,15.96,16.6,19.15,17.88,19.15,15.64,15.32,15.96,15.96,15.96,16.28,15.96,14.69,14.69,15.64,14.05,15.32,15.32,18.52,20.75,21.07
2020,4,22,21.71,21.39,20.43,21.07,21.07,22.03,22.03,23.3,19.47,16.28,15.96,15.96,16.28,16.6,16.6,15.32,15,15.64,14.37,15.32,15.64,16.28,20.11,20.43
2020,4,23,20.43,20.75,20.43,20.43,19.47,20.75,22.03,23.62,21.39,18.52,17.88,17.24,17.24,17.56,17.56,16.6,19.15,16.6,14.69,15.64,20.43,22.67,21.07,16.28
2020,4,24,19.79,20.75,21.07,21.07,21.39,23.3,23.62,24.26,27.77,24.26,23.94,22.67,22.67,23.3,23.3,22.67,24.26,23.3,22.35,23.94,23.3,22.35,22.03,21.71
2020,4,25,21.39,21.39,21.39,21.71,21.07,21.71,21.39,25.54,25.54,27.77,28.41,28.73,28.73,28.73,28.73,25.54,25.22,24.26,22.35,22.35,22.03,22.67,22.03,21.07
2020,4,26,20.43,21.71,21.07,20.75,20.75,21.71,22.03,22.67,22.99,22.99,23.62,23.62,23.62,23.94,23.62,27.14,23.94,22.35,20.43,22.03,19.15,17.88,15.64,15.96
2020,4,27,16.28,16.6,16.92,17.24,17.56,20.11,21.07,22.99,23.94,24.9,24.26,23.3,21.39,19.15,16.92,15,18.52,15.64,14.37,15,13.41,13.41,11.17,12.45
2020,4,28,16.6,18.84,18.84,21.07,21.71,23.3,23.62,27.14,24.58,25.54,23.62,23.94,22.03,21.39,20.11,18.52,20.11,16.28,14.69,15,13.73,12.13,10.85,10.22
2020,4,29,9.9,10.22,10.22,10.22,13.73,17.88,24.58,25.54,24.26,23.62,22.99,25.86,26.5,27.77,30.65,28.09,25.22,25.22,23.94,22.99,23.94,22.67,21.39,20.75
2020,4,30,20.75,21.39,21.71,20.75,21.07,27.46,31.92,29.69,27.14,25.86,25.22,22.67,23.3,26.18,25.22,21.07,20.75,15.96,14.05,14.37,13.41,11.81,10.85,10.22
2020,5,1,9.58,9.58,9.58,9.9,10.22,13.73,21.07,20.11,20.11,20.11,15.64,15.32,15.32,15.32,15.32,14.37,14.05,15.32,13.73,13.73,14.05,13.09,12.45,10.85
2020,5,2,10.22,10.22,10.54,10.22,10.54,14.37,14.69,22.03,23.62,19.15,20.11,18.52,19.47,17.88,22.03,21.71,21.07,21.07,20.75,21.71,20.75,21.39,22.03,20.75
2020,5,3,20.75,20.11,19.79,20.43,20.11,21.71,22.03,23.3,23.94,22.99,22.99,22.99,21.71,20.75,20.43,18.52,18.2,17.56,15,15.32,15.96,16.6,20.43,20.11
2020,5,4,18.2,15.32,11.49,12.13,18.52,23.3,23.3,24.58,24.58,24.9,25.22,25.86,25.86,26.18,26.18,25.54,24.9,22.03,20.43,22.03,22.99,21.07,20.43,21.07
2020,5,5,20.75,20.75,20.75,20.75,21.39,22.99,23.62,24.58,21.71,19.79,19.47,19.79,20.11,21.07,21.07,19.79,19.15,18.52,15.96,15.96,14.69,13.41,12.13,11.17
2020,5,6,10.85,13.09,16.28,16.92,17.88,20.43,22.03,22.35,18.52,18.52,19.15,19.15,19.47,18.52,18.84,18.2,18.52,22.99,22.99,24.26,23.62,22.67,22.03,21.71
2020,5,7,21.07,20.75,20.75,21.39,21.71,23.62,28.09,28.73,25.86,27.14,24.58,23.94,22.67,22.03,22.03,19.47,18.52,21.39,19.15,18.84,19.47,18.52,16.28,14.05
2020,5,8,14.37,16.92,16.6,15.96,13.09,15,21.71,22.35,22.03,15.96,16.28,15.96,16.28,16.28,16.28,15.32,15,19.15,18.84,17.24,19.15,21.71,22.35,22.03
2020,5,9,21.71,21.07,20.75,20.75,20.75,22.35,22.35,23.3,23.94,24.58,24.26,24.26,24.9,24.9,24.9,23.94,23.94,24.26,22.99,23.3,22.67,21.71,21.39,19.79
2020,5,10,17.56,18.2,19.79,20.43,18.52,18.2,18.52,18.84,19.15,19.15,19.79,19.79,20.75,21.71,22.35,21.71,23.3,20.43,18.84,21.39,20.43,16.6,15.96,21.07
2020,5,11,22.03,21.07,21.07,21.39,21.71,23.3,23.62,24.58,23.62,23.3,23.62,24.9,26.18,26.82,26.5,25.54,24.9,25.54,23.94,24.26,24.26,22.99,22.03,22.03
2020,5,12,22.03,21.71,21.71,21.39,21.71,22.99,23.62,22.67,19.79,18.2,17.88,18.2,18.52,18.2,19.15,18.52,17.88,17.88,15.64,15.64,14.69,13.41,12.13,11.17
2020,5,13,10.54,10.22,10.54,10.54,10.54,13.73,16.28,17.56,17.56,18.52,19.15,18.2,18.52,19.15,19.15,18.2,18.2,18.84,16.6,18.52,17.88,16.6,17.56,19.15
2020,5,14,17.56,15,17.56,20.43,21.39,22.67,22.99,24.58,23.94,22.03,19.47,18.84,19.15,20.43,23.3,23.3,22.99,26.82,24.9,25.22,24.26,23.62,22.99,22.35
2020,5,15,21.39,21.07,20.43,20.75,21.07,22.67,23.3,24.9,23.3,22.99,22.67,23.3,24.58,26.18,26.82,26.18,25.54,25.22,22.67,22.03,22.03,23.3,22.03,21.39
